Animal,Experiment,Box,phase,subphase,subsubphase,component,freezing,motion
20,201217_SEFL20_trauma_g5,1,trauma,postshock,,postshock09,32,72.75
20,201217_SEFL20_trauma_g5,1,trauma,postshock,,postshock10,28.56,83.84
23,201217_SEFL20_trauma_g1,3,trauma,baseline,,baseline,21.19,80.99
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock01,0,41
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock02,0,26.37
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock03,0,12.6
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock04,0,17
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock05,0,327.1
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock06,0,9.73
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock07,0,116.33
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock08,0,90
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock09,0,36.07
23,201217_SEFL20_trauma_g1,3,trauma,shock,,shock10,0,153.5
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock01,30.11,24.15
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock02,21,72.85
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock03,7.33,38.45
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock04,12.78,43.26
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock05,8.22,104.54
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock06,13.33,27.37
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock07,0,105.45
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock08,43.44,36.41
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock09,14.67,65.39
23,201217_SEFL20_trauma_g1,3,trauma,postshock,,postshock10,5.89,145.49
24,201217_SEFL20_trauma_g1,4,trauma,baseline,,baseline,15.71,138.97
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock01,0,1366.17
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock02,0,999.87
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock03,0,1010.47
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock04,0,870.5
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock05,0,910.37
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock06,0,1166.53
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock07,0,640.37
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock08,0,874.8
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock09,0,643.63
24,201217_SEFL20_trauma_g1,4,trauma,shock,,shock10,0,1048.3
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock01,0,171
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock02,15.67,125.94
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock03,3.33,153.31
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock04,9.56,54.66
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock05,10,141.13
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock06,8.11,106.38
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock07,0,202.34
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock08,0,148.35
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock09,5.67,141.85
24,201217_SEFL20_trauma_g1,4,trauma,postshock,,postshock10,0,138.46
25,201217_SEFL20_trauma_g2,1,trauma,baseline,,baseline,9.3,138.06
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock01,0,1003.47
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock02,0,1215.37
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock03,0,1793.33
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock04,0,978.2
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock05,0,668.23
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock06,0,1097.4
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock07,0,782.43
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock08,0,1265.03
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock09,0,1692.57
25,201217_SEFL20_trauma_g2,1,trauma,shock,,shock10,0,969.6
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock01,28,53.77
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock02,8.11,117.71
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock03,25.33,42.55
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock04,29.22,30.82
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock05,41.78,28.94
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock06,31.89,32.09
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock07,36.22,34.5
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock08,51.22,22.15
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock09,17.89,24.77
25,201217_SEFL20_trauma_g2,1,trauma,postshock,,postshock10,29.33,52.09
29,201217_SEFL20_trauma_g2,2,trauma,baseline,,baseline,19.02,114.6
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock01,0,6.47
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock02,0,9.03
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock03,0,72.03
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock04,0,20.47
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock05,0,74.73
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock06,0,5.27
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock07,0,58.73
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock08,0,79.67
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock09,100,0
29,201217_SEFL20_trauma_g2,2,trauma,shock,,shock10,0,13.3
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock01,36,70.13
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock02,37.33,63.53
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock03,14.56,65.26
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock04,13,133.2
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock05,6.78,136.89
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock06,94.44,1.56
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock07,46.33,13.83
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock08,11.33,116.09
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock09,65.78,21.24
29,201217_SEFL20_trauma_g2,2,trauma,postshock,,postshock10,19.89,40.9
30,201217_SEFL20_trauma_g2,3,trauma,baseline,,baseline,10.35,176.46
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock01,0,860.97
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock02,0,604.23
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock03,0,582.83
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock04,0,567.17
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock05,0,724.6
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock06,0,493.43
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock07,0,1153.93
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock08,0,716.83
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock09,0,781.73
30,201217_SEFL20_trauma_g2,3,trauma,shock,,shock10,0,458.2
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock01,10.11,128.17
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock02,4.22,170.21
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock03,19.78,118.1
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock04,0,130.16
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock05,21.11,138.5
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock06,18,154.58
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock07,56.78,69.99
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock08,51.33,39.04
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock09,51,49.5
30,201217_SEFL20_trauma_g2,3,trauma,postshock,,postshock10,67.22,15.54
32,201217_SEFL20_trauma_g2,4,trauma,baseline,,baseline,8.85,110.14
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock01,100,1.17
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock02,0,14.87
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock03,0,40.1
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock04,0,17.07
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock05,0,201.8
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock06,0,253.57
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock07,0,320.8
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock08,0,99.37
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock09,0,168.97
32,201217_SEFL20_trauma_g2,4,trauma,shock,,shock10,0,32.7
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock01,31.78,51.33
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock02,39.33,54.46
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock03,0,112.09
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock04,5.11,103.11
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock05,4.33,101.89
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock06,0,99.06
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock07,0,117.4
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock08,0,152.07
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock09,4.33,78.51
32,201217_SEFL20_trauma_g2,4,trauma,postshock,,postshock10,20.78,88.59
33,201217_SEFL20_trauma_g5,2,trauma,baseline,,baseline,21.2,107.91
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock01,0,15.03
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock02,0,339.3
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock03,0,86.53
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock04,0,28.33
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock05,0,32.03
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock06,0,84.2
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock07,0,16.2
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock08,0,142.43
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock09,100,0
33,201217_SEFL20_trauma_g5,2,trauma,shock,,shock10,0,2.87
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock01,37.56,42.41
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock02,21.56,112.86
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock03,0,165.1
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock04,53.22,23.2
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock05,12.89,144.71
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock06,4.78,123.47
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock07,40.56,32.75
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock08,0,124.62
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock09,54.67,15.58
33,201217_SEFL20_trauma_g5,2,trauma,postshock,,postshock10,13.56,131.66
34,201217_SEFL20_trauma_g5,3,trauma,baseline,,baseline,0,212.15
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock01,0,35.9
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock02,0,75.53
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock03,0,269.97
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock04,0,70.13
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock05,0,344.7
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock06,0,49.2
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock07,0,348.2
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock08,0,111.57
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock09,0,73.2
34,201217_SEFL20_trauma_g5,3,trauma,shock,,shock10,0,45.9
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock01,0,370.24
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock02,3.33,248.33
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock03,0,152.52
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock04,0,55.28
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock05,0,218.32
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock06,0,64.8
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock07,0,295.22
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock08,0,184.21
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock09,4.78,133.39
34,201217_SEFL20_trauma_g5,3,trauma,postshock,,postshock10,0,46.81
36,201217_SEFL20_trauma_g5,4,trauma,baseline,,baseline,4.58,170.06
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock01,0,929.1
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock02,0,707.77
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock03,0,1030.93
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock04,0,2.43
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock05,0,934.07
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock06,0,1297.37
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock07,0,1187.8
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock08,0,604.33
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock09,0,860.5
36,201217_SEFL20_trauma_g5,4,trauma,shock,,shock10,0,1183.3
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock01,0,165.18
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock02,7.78,130.41
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock03,6.78,167.78
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock04,6.11,83.21
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock05,0,131.5
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock06,18.44,77.83
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock07,3.44,99.56
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock08,6.22,67.88
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock09,41.56,31.55
36,201217_SEFL20_trauma_g5,4,trauma,postshock,,postshock10,4,91.05
78,201217_SEFL20_trauma_g3,1,trauma,baseline,,baseline,6.94,116.31
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock01,0,468.6
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock02,0,581.3
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock03,0,363.17
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock04,0,546.4
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock05,0,327.53
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock06,0,397.7
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock07,0,571.9
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock08,0,704.43
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock09,0,421.7
78,201217_SEFL20_trauma_g3,1,trauma,shock,,shock10,0,352.1
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock01,12.44,118.81
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock02,0,76.25
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock03,29.44,66.36
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock04,24.11,79.28
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock05,17.22,64.25
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock06,37,34.6
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock07,44.67,17.34
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock08,32.89,35.82
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock09,20.33,52.69
78,201217_SEFL20_trauma_g3,1,trauma,postshock,,postshock10,17.56,24.91
79,201217_SEFL20_trauma_g3,2,trauma,baseline,,baseline,7.68,147.61
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock01,100,0
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock02,0,175.57
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock03,0,333.13
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock04,0,16.03
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock05,0,31
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock06,0,20.5
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock07,0,134.67
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock08,0,4.03
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock09,0,216.4
79,201217_SEFL20_trauma_g3,2,trauma,shock,,shock10,100,2.27
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock01,23.22,130.38
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock02,10.44,126.14
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock03,10.89,214.12
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock04,17.89,91.55
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock05,25.78,110.43
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock06,67.67,51.92
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock07,14.33,145.96
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock08,21.33,164.88
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock09,24.89,91.13
79,201217_SEFL20_trauma_g3,2,trauma,postshock,,postshock10,0,87.34
4,201218_SEFL20_traumaCONTEXTtest_g1,1,traumatest,avg,,avg,24.44,90.24
5,201218_SEFL20_traumaCONTEXTtest_g1,2,traumatest,avg,,avg,56.23,26.3
6,201218_SEFL20_traumaCONTEXTtest_g3,3,traumatest,avg,,avg,15.76,131.45
8,201218_SEFL20_traumaCONTEXTtest_g3,4,traumatest,avg,,avg,55.84,41.99
14,201218_SEFL20_traumaCONTEXTtest_g4,1,traumatest,avg,,avg,17.16,110.65
15,201218_SEFL20_traumaCONTEXTtest_g4,2,traumatest,avg,,avg,53.25,33.2
18,201218_SEFL20_traumaCONTEXTtest_g4,3,traumatest,avg,,avg,40.36,41.82
19,201218_SEFL20_traumaCONTEXTtest_g4,4,traumatest,avg,,avg,13.13,118.24
20,201218_SEFL20_traumaCONTEXTtest_g5,1,traumatest,avg,,avg,48.31,38.61
23,201218_SEFL20_traumaCONTEXTtest_g1,3,traumatest,avg,,avg,9.45,111.1
24,201218_SEFL20_traumaCONTEXTtest_g1,4,traumatest,avg,,avg,34.79,67.2
25,201218_SEFL20_traumaCONTEXTtest_g2,1,traumatest,avg,,avg,44.91,49.25
29,201218_SEFL20_traumaCONTEXTtest_g2,2,traumatest,avg,,avg,17.77,96.58
30,201218_SEFL20_traumaCONTEXTtest_g2,3,traumatest,avg,,avg,52.92,54.47
32,201218_SEFL20_traumaCONTEXTtest_g2,4,traumatest,avg,,avg,9.22,120.78
33,201218_SEFL20_traumaCONTEXTtest_g5,2,traumatest,avg,,avg,28.2,84.65
34,201218_SEFL20_traumaCONTEXTtest_g5,3,traumatest,avg,,avg,4.55,145.14
36,201218_SEFL20_traumaCONTEXTtest_g5,4,traumatest,avg,,avg,42.46,50
78,201218_SEFL20_traumaCONTEXTtest_g3,1,traumatest,avg,,avg,37.94,38.37
79,201218_SEFL20_traumaCONTEXTtest_g3,2,traumatest,avg,,avg,15.05,115.17
4,201219_SEFL20_Cpreexp_g1,1,C_preexp,avg,,avg,7.89,247.6
5,201219_SEFL20_Cpreexp_g1,2,C_preexp,avg,,avg,13.34,192.49
6,201219_SEFL20_Cpreexp_g3,3,C_preexp,avg,,avg,5.2,277.47
8,201219_SEFL20_Cpreexp_g3,4,C_preexp,avg,,avg,4.09,318.35
14,201219_SEFL20_Cpreexp_g4,1,C_preexp,avg,,avg,12.27,223.56
15,201219_SEFL20_Cpreexp_g4,2,C_preexp,avg,,avg,7.98,250.75
18,201219_SEFL20_Cpreexp_g4,3,C_preexp,avg,,avg,10.21,183.12
19,201219_SEFL20_Cpreexp_g4,4,C_preexp,avg,,avg,12.88,222.46
20,201219_SEFL20_Cpreexp_g5,1,C_preexp,avg,,avg,4.46,257.61
23,201219_SEFL20_Cpreexp_g1,3,C_preexp,avg,,avg,9.21,246.23
24,201219_SEFL20_Cpreexp_g1,4,C_preexp,avg,,avg,11.9,180.6
25,201219_SEFL20_Cpreexp_g2,1,C_preexp,avg,,avg,10.26,212.38
29,201219_SEFL20_Cpreexp_g2,2,C_preexp,avg,,avg,8.41,222.36
30,201219_SEFL20_Cpreexp_g2,3,C_preexp,avg,,avg,16.36,217.39
32,201219_SEFL20_Cpreexp_g2,4,C_preexp,avg,,avg,0.33,341.2
33,201219_SEFL20_Cpreexp_g5,2,C_preexp,avg,,avg,1.2,278.94
34,201219_SEFL20_Cpreexp_g5,3,C_preexp,avg,,avg,0.57,348.22
36,201219_SEFL20_Cpreexp_g5,4,C_preexp,avg,,avg,6.96,200.62
78,201219_SEFL20_Cpreexp_g3,1,C_preexp,avg,,avg,8.33,202.8
79,201219_SEFL20_Cpreexp_g3,2,C_preexp,avg,,avg,0.51,411.81
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,bl,bl,20.74,159.31
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,cs,cs_1,60.22,104.97
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,cs,cs_2,68.11,81.88
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,cs,cs_3,69.44,66.8
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,post,postcs_1,26.54,125.93
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,post,postcs_2,50.43,81.93
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,post,postcs_3,44.62,80.39
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,shock,shock_1,0,34.38
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,shock,shock_2,100,0
4,201220_SEFL20_Ctonetest1_g1,1,C_tonetest,1,shock,shock_3,0,24.32
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,bl,bl,9.04,194.52
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,cs,cs_1,65.22,50.45
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,cs,cs_2,62.33,50.5
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,cs,cs_3,76.89,16.49
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,post,postcs_1,33.56,75.83
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,post,postcs_2,24.63,118.05
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,post,postcs_3,26.46,82.43
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,shock,shock_1,71.67,19.17
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,shock,shock_2,100,0.08
5,201220_SEFL20_Ctonetest1_g1,2,C_tonetest,1,shock,shock_3,100,0.02
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,bl,bl,1.04,346.96
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,cs,cs_1,66.78,48.29
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,cs,cs_2,47.89,76.87
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,cs,cs_3,57.11,47.24
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,post,postcs_1,4.37,248.16
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,post,postcs_2,6.39,223.57
6,201220_SEFL20_Ctonetest1_g3,3,C_tonetest,1,post,postcs_3,5.62,197.72
