Animal,Experiment,Box,phase,subphase,subsubphase,component,freezing,motion
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,cs,cs_3,21.56,215.64
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_1,37.09,111.97
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_2,19.2,135.31
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,post,postcs_3,21.19,143.88
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_1,100,0.02
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_2,56.67,19.38
25,201221_SEFL20_Ctonetest2_g2,1,C_tonetest,2,shock,shock_3,0,234.18
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,bl,bl,4.51,288.36
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_1,25.44,73.45
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_2,6,237.09
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,cs,cs_3,16.89,141.95
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_1,11.1,203.03
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_2,8.1,175.49
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,post,postcs_3,8.09,187.88
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_1,0,60.78
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_2,0,138.63
29,201221_SEFL20_Ctonetest2_g2,2,C_tonetest,2,shock,shock_3,0,308.75
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,bl,bl,5.39,208.34
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_1,69.56,24.94
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_2,59.56,24.23
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,cs,cs_3,33,134.71
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_1,36.97,84.73
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_2,24.59,112.45
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,post,postcs_3,16.48,128.63
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_1,86.67,4.28
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_2,0,83.28
30,201221_SEFL20_Ctonetest2_g2,3,C_tonetest,2,shock,shock_3,0,10.45
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,bl,bl,0.73,305.12
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_1,10.89,144.64
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_2,15.11,185.77
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,cs,cs_3,24.56,73.98
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_1,6.53,173.85
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_2,17.74,118.82
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,post,postcs_3,5.18,183.34
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_1,0,100.75
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_2,0,123.33
32,201221_SEFL20_Ctonetest2_g2,4,C_tonetest,2,shock,shock_3,0,78.9
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,bl,bl,1.1,243.7
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_1,14.44,201.2
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_2,31.22,123.09
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,cs,cs_3,21.44,51.95
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_1,14.8,142.26
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_2,13.09,146.29
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,post,postcs_3,5.67,172.61
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_1,0,188.17
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_2,0,50.3
33,201221_SEFL20_Ctonetest2_g5,2,C_tonetest,2,shock,shock_3,0,121.23
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,bl,bl,1.2,346.99
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_1,16.33,197.15
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_2,10.33,85.92
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,cs,cs_3,6.78,164.7
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_1,0,202.3
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_2,4.06,197.61
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,post,postcs_3,3.19,127.22
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_1,0,237.63
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_2,0,62.78
34,201221_SEFL20_Ctonetest2_g5,3,C_tonetest,2,shock,shock_3,0,191.62
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,bl,bl,4.93,224.43
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_1,26.22,106.83
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_2,12.67,153.36
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,cs,cs_3,23.11,178.83
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_1,9.48,167.95
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_2,13.04,127.05
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,post,postcs_3,5.9,164.74
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_1,0,85.03
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_2,55,48.43
36,201221_SEFL20_Ctonetest2_g5,4,C_tonetest,2,shock,shock_3,0,309.05
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,bl,bl,3.7,204.64
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_1,38.44,37.42
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_2,27.56,77.43
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,cs,cs_3,3.56,136.42
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_1,10,120.3
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_2,12.39,90.22
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,post,postcs_3,17.36,101.12
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_1,0,86.25
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_2,0,69.4
78,201221_SEFL20_Ctonetest2_g3,1,C_tonetest,2,shock,shock_3,0,23.97
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,bl,bl,0.4,322.42
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_1,4.22,331.87
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_2,0,210.01
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,cs,cs_3,0,125.96
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_1,1.46,258.94
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_2,1.58,272.65
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,post,postcs_3,0.83,303.17
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,shock,shock_1,0,134.05
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,shock,shock_2,0,66.12
79,201221_SEFL20_Ctonetest2_g3,2,C_tonetest,2,shock,shock_3,0,198.9
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,bl,bl,11.62,168.75
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,cs,cs_1,58.78,93.4
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,cs,cs_2,54,82.3
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,cs,cs_3,49.89,68.94
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,post,postcs_1,25.24,122.53
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,post,postcs_2,14.77,149.75
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,post,postcs_3,35.99,90.11
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,shock,shock_1,0,50.73
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,shock,shock_2,51.67,27.42
4,201223_SEFL20_Ctonetest3_g1,1,C_tonetest,3,shock,shock_3,90,10.03
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,bl,bl,6.18,156.55
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,cs,cs_1,59.22,69.07
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,cs,cs_2,64,61.72
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,cs,cs_3,64.56,47.18
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,post,postcs_1,5.71,128.61
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,post,postcs_2,18.31,93.02
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,post,postcs_3,25.81,95.17
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,shock,shock_1,0,24.15
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,shock,shock_2,100,0
5,201223_SEFL20_Ctonetest3_g1,2,C_tonetest,3,shock,shock_3,68.33,16.08
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,bl,bl,0.37,269.48
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,cs,cs_1,13.22,115.2
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,cs,cs_2,57.67,67.33
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,cs,cs_3,56.22,40.86
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,post,postcs_1,1.74,230.01
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,post,postcs_2,8.32,151.84
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,post,postcs_3,17.48,146.6
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,shock,shock_1,58.33,23.1
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,shock,shock_2,58.33,43.97
6,201223_SEFL20_Ctonetest3_g3,3,C_tonetest,3,shock,shock_3,0,32.92
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,bl,bl,0,360.54
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,cs,cs_1,11.44,257.03
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,cs,cs_2,27.67,112.61
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,cs,cs_3,29.67,127.25
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,post,postcs_1,6.7,252.12
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,post,postcs_2,6.72,199.25
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,post,postcs_3,17.98,135.99
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,shock,shock_1,0,100.72
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,shock,shock_2,0,101.55
8,201223_SEFL20_Ctonetest3_g3,4,C_tonetest,3,shock,shock_3,71.67,63.63
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,bl,bl,5.06,205.45
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,cs,cs_1,53.56,63.68
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,cs,cs_2,75.78,23.12
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,cs,cs_3,51.89,88.1
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,post,postcs_1,19.27,104.89
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,post,postcs_2,37.73,81.42
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,post,postcs_3,35.81,84.44
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,shock,shock_1,66.67,5.55
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,shock,shock_2,100,0.03
14,201223_SEFL20_Ctonetest3_g4,1,C_tonetest,3,shock,shock_3,0,72.9
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,bl,bl,0,314.87
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,cs,cs_1,22.11,136.06
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,cs,cs_2,30.67,98.18
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,cs,cs_3,17.67,125.35
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,post,postcs_1,4.31,245.15
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,post,postcs_2,4.84,181.11
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,post,postcs_3,4.34,156.35
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,shock,shock_1,0,171.92
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,shock,shock_2,0,30.32
15,201223_SEFL20_Ctonetest3_g4,2,C_tonetest,3,shock,shock_3,0,50.03
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,bl,bl,0,183.64
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,cs,cs_1,11.89,78.76
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,cs,cs_2,55.44,38.06
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,cs,cs_3,7,153.78
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,post,postcs_1,8.38,132.38
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,post,postcs_2,18.5,80.38
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,post,postcs_3,18.19,84.58
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,shock,shock_1,0,183.08
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,shock,shock_2,55,14.37
18,201223_SEFL20_Ctonetest3_g4,3,C_tonetest,3,shock,shock_3,0,280.97
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,bl,bl,1.06,226.35
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,cs,cs_1,60.56,72.86
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,cs,cs_2,44.22,86.49
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,cs,cs_3,59.22,56.21
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,post,postcs_1,10.23,174.07
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,post,postcs_2,10.93,186.13
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,post,postcs_3,13,174.58
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,shock,shock_1,71.67,14.78
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,shock,shock_2,0,13.25
19,201223_SEFL20_Ctonetest3_g4,4,C_tonetest,3,shock,shock_3,70,13.37
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,bl,bl,5.26,237.79
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,cs,cs_1,16.11,181
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,cs,cs_2,8.22,193.18
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,cs,cs_3,22.33,35.68
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,post,postcs_1,9.76,177.04
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,post,postcs_2,13.7,163.39
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,post,postcs_3,11.8,183.33
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,shock,shock_1,0,868.2
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,shock,shock_2,0,22.35
20,201223_SEFL20_Ctonetest3_g5,1,C_tonetest,3,shock,shock_3,0,17.3
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,bl,bl,7.59,179.45
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,cs,cs_1,72,50.23
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,cs,cs_2,61.22,45.23
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,cs,cs_3,81,29.86
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,post,postcs_1,15.69,103.87
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,post,postcs_2,17.96,116.27
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,post,postcs_3,24.59,78.23
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,shock,shock_1,85,9.77
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,shock,shock_2,100,0.05
23,201223_SEFL20_Ctonetest3_g1,3,C_tonetest,3,shock,shock_3,100,0.05
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,bl,bl,5.77,184.11
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,cs,cs_1,27.89,201.71
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,cs,cs_2,36.56,101.39
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,cs,cs_3,36.78,90.16
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,post,postcs_1,10.08,134.26
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,post,postcs_2,9.21,144.57
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,post,postcs_3,23.13,88.02
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,shock,shock_1,93.33,4.67
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,shock,shock_2,78.33,15
24,201223_SEFL20_Ctonetest3_g1,4,C_tonetest,3,shock,shock_3,0,11.3
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,bl,bl,5.43,212.66
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,cs,cs_1,17.56,235.15
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,cs,cs_2,45.78,107.03
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,cs,cs_3,18.67,174.86
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,post,postcs_1,4.58,161.72
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,post,postcs_2,26.26,91.25
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,post,postcs_3,25.17,94.99
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,shock,shock_1,0,159.32
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,shock,shock_2,56.67,7.78
25,201223_SEFL20_Ctonetest3_g2,1,C_tonetest,3,shock,shock_3,0,193.2
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,bl,bl,1.34,233.7
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,cs,cs_1,39.11,82.18
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,cs,cs_2,48.56,62.13
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,cs,cs_3,49.22,73.81
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,post,postcs_1,8.79,149.74
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,post,postcs_2,8.1,237.17
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,post,postcs_3,6.6,139.74
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,shock,shock_1,51.67,9.78
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,shock,shock_2,70,11.57
29,201223_SEFL20_Ctonetest3_g2,2,C_tonetest,3,shock,shock_3,0,21.75
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,bl,bl,2.63,234.93
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,cs,cs_1,31.67,137.32
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,cs,cs_2,56.78,93.77
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,cs,cs_3,50.78,106.16
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,post,postcs_1,16.33,161.05
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,post,postcs_2,22.27,138.67
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,post,postcs_3,16.84,152.92
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,shock,shock_1,0,309.33
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,shock,shock_2,51.67,107.45
30,201223_SEFL20_Ctonetest3_g2,3,C_tonetest,3,shock,shock_3,65,140.97
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,bl,bl,0.34,412.12
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,cs,cs_1,25.11,161.74
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,cs,cs_2,18.22,84.88
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,cs,cs_3,40.67,105.91
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,post,postcs_1,3.04,260.18
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,post,postcs_2,10.22,160.83
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,post,postcs_3,8.9,203.88
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,shock,shock_1,0,345
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,shock,shock_2,0,74.63
32,201223_SEFL20_Ctonetest3_g2,4,C_tonetest,3,shock,shock_3,60,7.57
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,bl,bl,6.48,205.77
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,cs,cs_1,52.44,80.48
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,cs,cs_2,19.78,202.48
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,cs,cs_3,11.89,181.53
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,post,postcs_1,5.58,185.99
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,post,postcs_2,11.53,154.83
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,post,postcs_3,12.43,168.88
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,shock,shock_1,58.33,49.48
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,shock,shock_2,0,163.13
33,201223_SEFL20_Ctonetest3_g5,2,C_tonetest,3,shock,shock_3,0,109.85
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,bl,bl,0,275.46
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,cs,cs_1,20.33,150.66
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,cs,cs_2,39.33,126.58
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,cs,cs_3,26.11,95.65
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,post,postcs_1,0,228.48
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,post,postcs_2,5.52,209.36
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,post,postcs_3,5.01,178.29
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,shock,shock_1,0,56.03
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,shock,shock_2,66.67,14.72
34,201223_SEFL20_Ctonetest3_g5,3,C_tonetest,3,shock,shock_3,0,29.32
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,bl,bl,0,305.43
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,cs,cs_1,13,122.89
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,cs,cs_2,19,132.26
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,cs,cs_3,41.44,47.56
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,post,postcs_1,2.36,186.08
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,post,postcs_2,4.36,161.45
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,post,postcs_3,8.23,156.01
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,shock,shock_1,0,60.38
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,shock,shock_2,0,194.2
36,201223_SEFL20_Ctonetest3_g5,4,C_tonetest,3,shock,shock_3,0,59.37
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,bl,bl,0.49,215.58
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,cs,cs_1,52.78,96.33
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,cs,cs_2,19.11,46.44
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,cs,cs_3,36.56,48.99
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,post,postcs_1,20.53,69.97
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,post,postcs_2,19.7,93.76
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,post,postcs_3,28.6,52.98
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,shock,shock_1,100,0
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,shock,shock_2,0,28.42
78,201223_SEFL20_Ctonetest3_g3,1,C_tonetest,3,shock,shock_3,86.67,12.48
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,bl,bl,0,349.14
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,cs,cs_1,16.22,260.58
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,cs,cs_2,6.56,302.52
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,cs,cs_3,19.56,107.44
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,post,postcs_1,0.47,365.26
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,post,postcs_2,2.39,293.86
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,post,postcs_3,5.63,271.47
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,shock,shock_1,0,594.78
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,shock,shock_2,0,257.7
79,201223_SEFL20_Ctonetest3_g3,2,C_tonetest,3,shock,shock_3,51.67,36.5